NROPRESTADOR,PRESTADOR,PLAN,TIPO DE PRESTADOR,ESPECIALIDAD,ZONA,DIRECCION,TELEFONO,BARRIO_LOCALIDAD
-,SIGMA S.A.,UNIVERSAL,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,CAPITAL FEDERAL,VENEZUELA 1380,4384 0425 4384 0426 4384 0427 4384 0428,CABA
-,SIGMA S.A.,UNIVERSAL,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,CAPITAL FEDERAL,VENEZUELA 1380,4384 0425 4384 0426 4384 0427 4384 0428,CABA
-,SIGMA S.A.,UNIVERSAL,Diagnostico y tratamiento,DENSITOMETRIA OSEA,CAPITAL FEDERAL,VENEZUELA 1380,4384 0425 4384 0426 4384 0427 4384 0428,CABA
-,SIGMA S.A.,UNIVERSAL,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,CAPITAL FEDERAL,VENEZUELA 1380,4384 0425 4384 0426 4384 0427 4384 0428,CABA
-,SIGMA S.A.,UNIVERSAL,Diagnostico y tratamiento,ELECTROMIOGRAFIA,CAPITAL FEDERAL,VENEZUELA 1380,4384 0425 4384 0426 4384 0427 4384 0428,CABA
-,SIGMA S.A.,UNIVERSAL,Diagnostico y tratamiento,POTENCIAL EVOCADO,CAPITAL FEDERAL,VENEZUELA 1380,4384 0425 4384 0426 4384 0427 4384 0428,CABA
-,ACED,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,CAPITAL FEDERAL,SARMIENTO 3219,4861 3198 4861 4999 4861 5200,CABA
-,ACED,UNIVERSAL,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,CAPITAL FEDERAL,SARMIENTO 3219,4861 3198 4861 4999 4861 5200,CABA
-,ADROGUE IMAGENES,SUPERADOR,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,AV. ESPORA 822,4294 6398 6061 0379 6061 5660 WSP 1126243282,ADROGUE
-,ADROGUE IMAGENES,SUPERADOR,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,AV. ESPORA 822,4294 6398 6061 0379 6061 5660 WSP 1126243282,ADROGUE
-,ADROGUE IMAGENES,SUPERADOR,Diagnostico y tratamiento,RADIOLOGIA,BUENOS AIRES,AV. ESPORA 822,4294 6398 6061 0379 6061 5660 WSP 1126243282,ADROGUE
-,ADROGUE IMAGENES,SUPERADOR,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,BUENOS AIRES,AV. ESPORA 822,4294 6398 6061 0379 6061 5660 WSP 1126243282,ADROGUE
-,ADROGUE IMAGENES,SUPERADOR,Diagnostico y tratamiento,DENSITOMETRIA OSEA,BUENOS AIRES,AV. ESPORA 822,4294 6398 6061 0379 6061 5660 WSP 1126243282,ADROGUE
-,ADROGUE IMAGENES,SUPERADOR,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,BUENOS AIRES,AV. ESPORA 822,4294 6398 6061 0379 6061 5660 WSP 1126243282,ADROGUE
-,ADROGUE IMAGENES,SUPERADOR,Diagnostico y tratamiento,PUNCION MAMARIA,BUENOS AIRES,AV. ESPORA 822,4294 6398 6061 0379 6061 5660 WSP 1126243282,ADROGUE
-,ADROGUE IMAGENES,SUPERADOR,Diagnostico y tratamiento,PUNCION BAJO ECOGRAFIA,BUENOS AIRES,AV. ESPORA 822,4294 6398 6061 0379 6061 5660 WSP 1126243282,ADROGUE
-,ADROGUE IMAGENES,SUPERADOR,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,BUENOS AIRES,AV. ESPORA 822,4294 6398 6061 0379 6061 5660 WSP 1126243282,ADROGUE
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Diagnostico y tratamiento,ELECTROCARDIOGRAMA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Diagnostico y tratamiento,PRESUROMETRIA - HOLTER,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Diagnostico y tratamiento,RADIOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Diagnostico y tratamiento,FONOAUDIOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Diagnostico y tratamiento,ESPIROMETRIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,OFTALMOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,CLINICA MEDICA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,ALERGIA E INMUNOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,CARDIOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,DERMATOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,ENDOCRINOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,NUTRICION Y DIABETES,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,FLEBOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,GINECOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,NEUMONOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Diagnostico y tratamiento,KINESIOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,NEUROLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,PEDIATRIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,TRAUMATOLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,MAS - MEDICINA ASISTENCIAL DE SERVICIOS,UNIVERSAL,Profesionales,UROLOGIA,BUENOS AIRES,MORENO 565,0230 4428135,PILAR
-,CERIM,SUPERADOR,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,HOPOLITO YRIGOYEN 7351,4965 2500,BANFIELD
-,CERIM,SUPERADOR,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,BUENOS AIRES,HOPOLITO YRIGOYEN 7351,4965 2500,BANFIELD
-,CERIM,SUPERADOR,Diagnostico y tratamiento,PUNCION MAMARIA,BUENOS AIRES,HOPOLITO YRIGOYEN 7351,4965 2500,BANFIELD
-,CERIM,SUPERADOR,Diagnostico y tratamiento,DENSITOMETRIA OSEA,BUENOS AIRES,HOPOLITO YRIGOYEN 7351,4965 2500,BANFIELD
-,CERIM,SUPERADOR,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,HOPOLITO YRIGOYEN 7351,4965 2500,BANFIELD
-,CERIM,SUPERADOR,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,BUENOS AIRES,HOPOLITO YRIGOYEN 7351,4965 2500,BANFIELD
-,CERIM,SUPERADOR,Diagnostico y tratamiento,PUNCION BAJO ECOGRAFIA,BUENOS AIRES,HOPOLITO YRIGOYEN 7351,4965 2500,BANFIELD
-,CERIM,SUPERADOR,Diagnostico y tratamiento,MARCACION PREQUIRURGICA MAMARIA,BUENOS AIRES,HOPOLITO YRIGOYEN 7351,4965 2500,BANFIELD
-,IMAXE - DIAGNÓSTICO POR IMÁGENES,UNIVERSAL,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,BUENOS AIRES,AV. 14 NRO. 5889,4959 0100,BERAZATEGUI
-,LABOTORIO DRA. LOPEZ - CHARLONE,SUPERADOR,Diagnostico y tratamiento,ANALISIS CLINICOS,BUENOS AIRES,CHARLONE 990,4451 4336,SAN MIGUEL
-,LABORATORIO DR. BAVASSO,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,CAPITAL FEDERAL,BOYACA 877,4632 8977 4633 2322,CABA
-,LABORATORIO DR. BAVASSO,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,BUENOS AIRES,RIVADAVIA 14340,4654 5020 4654 4245,RAMOS MEJIA
-,CENTRO MOLINAS,UNIVERSAL,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,BUENOS AIRES,9 DE JULIO 576,5544 1000,MORON
-,CENTRO MOLINAS,UNIVERSAL,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,9 DE JULIO 576,5544 1000,MORON
-,CENTRO MOLINAS,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,9 DE JULIO 576,5544 1000,MORON
-,CENTRO MOLINAS,UNIVERSAL,Diagnostico y tratamiento,RADIOLOGIA,BUENOS AIRES,9 DE JULIO 576,5544 1000,MORON
-,CONS. DE OTORRINOLARINGOLOGIA LANUS,SUPERADOR,Profesionales,OTORRINOLARINGOLOGIA,BUENOS AIRES,MONTEVIDEO 15 1º A,4241 1241,LANUS
-,CONS. DE OTORRINOLARINGOLOGIA LANUS,SUPERADOR,Diagnostico y tratamiento,AUDIOMETRIA,BUENOS AIRES,MONTEVIDEO 15 1º A,4241 1241,LANUS
-,CONS. DE OTORRINOLARINGOLOGIA LANUS,SUPERADOR,Diagnostico y tratamiento,OTOEMISIONES ACUSTICAS,BUENOS AIRES,MONTEVIDEO 15 1º A,4241 1241,LANUS
-,CRIMED,SUPERADOR,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,CAMACUA 2646 1º SUB,WSP 153 615 5117,DON TORCUATO
-,CRIMED,SUPERADOR,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,CAMACUA 2646 1º SUB,WSP 153 615 5117,DON TORCUATO
-,CRIMED,SUPERADOR,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,BUENOS AIRES,CAMACUA 2646 1º SUB,WSP 153 615 5117,DON TORCUATO
-,CRIMED,SUPERADOR,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,BUENOS AIRES,CAMACUA 2646 1º SUB,WSP 153 615 5117,DON TORCUATO
-,CRIMED,SUPERADOR,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,BUENOS AIRES,CAMACUA 2646 1º SUB,WSP 153 615 5117,DON TORCUATO
-,CRIMED,SUPERADOR,Diagnostico y tratamiento,ELECTROCARDIOGRAMA,BUENOS AIRES,CAMACUA 2646 1º SUB,WSP 153 615 5117,DON TORCUATO
-,CRIMED,SUPERADOR,Diagnostico y tratamiento,PRESUROMETRIA - HOLTER,BUENOS AIRES,CAMACUA 2646 1º SUB,WSP 153 615 5117,DON TORCUATO
-,CRIMED,SUPERADOR,Diagnostico y tratamiento,RADIOLOGIA,BUENOS AIRES,CAMACUA 2646 1º SUB,WSP 153 615 5117,DON TORCUATO
-,CRIMED,SUPERADOR,Diagnostico y tratamiento,DENSITOMETRIA OSEA,BUENOS AIRES,CAMACUA 2646 1º SUB,WSP 153 615 5117,DON TORCUATO
-,CRIMED,SUPERADOR,Diagnostico y tratamiento,ANALISIS CLINICOS,BUENOS AIRES,CAMACUA 2646 1º SUB,WSP 153 615 5117,DON TORCUATO
-,ADROGUE IMAGENES,SUPERADOR,Diagnostico y tratamiento,ERGOMETRIA,BUENOS AIRES,AV. ESPORA 822,4294 6398 6061 0379 6061 5660 WSP 1126243282,ADROGUE
-,ADROGUE IMAGENES,SUPERADOR,Diagnostico y tratamiento,PRESUROMETRIA - HOLTER,BUENOS AIRES,AV. ESPORA 822,4294 6398 6061 0379 6061 5660 WSP 1126243282,ADROGUE
-,ADROGUE IMAGENES,SUPERADOR,Diagnostico y tratamiento,ELECTROCARDIOGRAMA,BUENOS AIRES,AV. ESPORA 822,4294 6398 6061 0379 6061 5660 WSP 1126243282,ADROGUE
-,ADROGUE IMÁGENES,SUPERADOR,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,AV. HIPÓLITO YRIGOYEN 7128 1º PISO,2624 3281 WSP 4248 8042,BANFIELD
-,ADROGUE IMÁGENES,SUPERADOR,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,AV. HIPÓLITO YRIGOYEN 7128 1º PISO,2624 3281 WSP 4248 8042,BANFIELD
-,ADROGUE IMÁGENES,SUPERADOR,Diagnostico y tratamiento,RADIOLOGIA,BUENOS AIRES,AV. HIPÓLITO YRIGOYEN 7128 1º PISO,2624 3281 WSP 4248 8042,BANFIELD
-,ADROGUE IMÁGENES,SUPERADOR,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,BUENOS AIRES,AV. HIPÓLITO YRIGOYEN 7128 1º PISO,2624 3281 WSP 4248 8042,BANFIELD
-,ADROGUE IMÁGENES,SUPERADOR,Diagnostico y tratamiento,DENSITOMETRIA OSEA,BUENOS AIRES,AV. HIPÓLITO YRIGOYEN 7128 1º PISO,2624 3281 WSP 4248 8042,BANFIELD
-,ADROGUE IMÁGENES,SUPERADOR,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,BUENOS AIRES,AV. HIPÓLITO YRIGOYEN 7128 1º PISO,2624 3281 WSP 4248 8042,BANFIELD
-,ADROGUE IMÁGENES,SUPERADOR,Diagnostico y tratamiento,PUNCION MAMARIA,BUENOS AIRES,AV. HIPÓLITO YRIGOYEN 7128 1º PISO,2624 3281 WSP 4248 8042,BANFIELD
-,ADROGUE IMÁGENES,SUPERADOR,Diagnostico y tratamiento,PUNCION BAJO ECOGRAFIA,BUENOS AIRES,AV. HIPÓLITO YRIGOYEN 7128 1º PISO,2624 3281 WSP 4248 8042,BANFIELD
-,ADROGUE IMÁGENES,SUPERADOR,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,BUENOS AIRES,AV. HIPÓLITO YRIGOYEN 7128 1º PISO,2624 3281 WSP 4248 8042,BANFIELD
-,ADROGUE IMÁGENES,SUPERADOR,Diagnostico y tratamiento,PRESUROMETRIA - HOLTER,BUENOS AIRES,AV. HIPÓLITO YRIGOYEN 7128 1º PISO,2624 3281 WSP 4248 8042,BANFIELD
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Profesionales,CLINICA MEDICA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Profesionales,PEDIATRIA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,RADIOLOGIA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,PRESUROMETRIA - HOLTER,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,ERGOMETRIA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,ELECTROCARDIOGRAMA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,ELECTROENCEFALOGRAMA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,ELECTROMIOGRAFIA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,POTENCIAL EVOCADO,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,PUNCION BAJO ECOGRAFIA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Diagnostico y tratamiento,ESPIROMETRIA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Profesionales,TRAUMATOLOGIA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Profesionales,UROLOGIA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,CENTRO MEDICO DR. FIA S.R.L.,UNIVERSAL,Profesionales,GINECOLOGIA,BUENOS AIRES,BOULEVARD BUENOS AIRES 1300,4296 3911 4296 2228,LUIS GUILLON
-,FUNDACION HOSPITALARIA,SUPERADOR,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,ALSINA 347 1º D 1,4656 6408 4656 5782,RAMOS MEJIA
-,FUNDACION HOSPITALARIA,SUPERADOR,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,ALSINA 347 1º D 1,4656 6408 4656 5782,RAMOS MEJIA
-,FUNDACION HOSPITALARIA,SUPERADOR,Diagnostico y tratamiento,ERGOMETRIA,BUENOS AIRES,ALSINA 347 1º D 1,4656 6408 4656 5782,RAMOS MEJIA
-,FUNDACION HOSPITALARIA,SUPERADOR,Diagnostico y tratamiento,PRESUROMETRIA - HOLTER,BUENOS AIRES,ALSINA 347 1º D 1,4656 6408 4656 5782,RAMOS MEJIA
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,ANATOMIA PATOLOGICA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,RADIOLOGIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,ECOGRAFIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,PUNCION BAJO ECOGRAFIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,PUNCION BAJO TAC,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,CONTROL DE MARCAPASOS,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,ELECTROCARDIOGRAMA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,PRESUROMETRIA - HOLTER,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,ERGOMETRIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,GINECOLOGIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,PEDIATRIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,DERMATOLOGIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,NUTRICION Y DIABETES,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,ESPIROMETRIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,ECOESTRESS,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,CARDIOLOGIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,KINESIOLOGIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,UROLOGIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,OBSTETRICIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,CIRUGIA GENERAL,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,CIRUGIA CABEZA Y CUELLO,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,HEMODINAMIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Diagnostico y tratamiento,ELECTROFISIOLOGIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,NEUROLOGIA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
-,SANATORIO LA TORRE LOMAS DEL MIRADOR,UNIVERSAL,Profesionales,CIRUGIA TORACICA,BUENOS AIRES,AV. MOSCONI 1525,2111 5592 97778,LOMAS DEL MIRADOR
