NROPRESTADOR,PRESTADOR,PLAN,TIPO DE PRESTADOR,ESPECIALIDAD,ZONA,DIRECCION,TELEFONO,BARRIO_LOCALIDAD
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION GENERAL,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,CIRUGIA PLASTICA Y REPARADORA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,DERMATOLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Diagnostico y tratamiento,ECODOPPLER,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,ENDOCRINOLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,KINESIOLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,GASTROENTEROLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,GINECOLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,INFECTOLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,NEFROLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,NEUMONOLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,NEUROLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,NUTRICION Y DIABETES,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,OBSTETRICIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,OFTALMOLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,ONCOLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,TRAUMATOLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,OTORRINOLARINGOLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,PEDIATRIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Diagnostico y tratamiento,RADIOLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,REUMATOLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
3281,INSTITUTO CARDIOVASCULAR DE ROSARIO,SUPERADOR,Profesionales,UROLOGIA,ROSARIO,Bv. Oroño 450,0341 420 3050,Rosario
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Profesionales,OFTALMOLOGIA,ROSARIO,Cordoba 2415,0341 523 2325,Funes
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Profesionales,OTORRINOLARINGOLOGIA,ROSARIO,Cordoba 2415,0341 523 2325,Funes
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Profesionales,CARDIOLOGIA,ROSARIO,Cordoba 2415,0341 523 2325,Funes
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Diagnostico y tratamiento,ECOGRAFIA,ROSARIO,Cordoba 2415,0341 523 2325,Funes
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Diagnostico y tratamiento,ECODOPPLER,ROSARIO,Cordoba 2415,0341 523 2325,Funes
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,ROSARIO,Cordoba 2415,0341 523 2325,Funes
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Profesionales,GASTROENTEROLOGIA,ROSARIO,Cordoba 2415,0341 523 2325,Funes
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Profesionales,NEUMONOLOGIA,ROSARIO,Cordoba 2415,0341 523 2325,Funes
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Profesionales,FONOAUDIOLOGIA,ROSARIO,Cordoba 2415,0341 523 2325,Funes
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,ROSARIO,Cordoba 2415,0341 523 2325,Funes
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,ROSARIO,Cordoba 2415,0341 523 2325,Funes
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Guardia,GUARDIA PEDIATRICA,ROSARIO,Cordoba 2415,0341 523 2325,Funes
67099,INSTITUTO MEDICO FUNES S. A.,SUPERADOR,Guardia,GUARDIA GENERAL,ROSARIO,Cordoba 2415,0341 523 2325,Funes
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,CARDIOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION GENERAL,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,CIRUGIA PLASTICA Y REPARADORA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,DERMATOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Diagnostico y tratamiento,ECODOPPLER,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,ENDOCRINOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,KINESIOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,GASTROENTEROLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,GINECOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,INFECTOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,NEFROLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,NEUMONOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,NEUROLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,NUTRICION Y DIABETES,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,OBSTETRICIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,OFTALMOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,ONCOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,TRAUMATOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,OTORRINOLARINGOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,PEDIATRIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Diagnostico y tratamiento,RADIOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,REUMATOLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Profesionales,UROLOGIA,ROSARIO,Paraguay 40,0341 420 5500,Rosario
6331,SANATORIO BRITANICO ROSARIO,SUPERADOR,Guardia,GUARDIA GENERAL,ROSARIO,Paraguay 40,0341 420 5500,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,CARDIOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION GENERAL,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,CIRUGIA PLASTICA Y REPARADORA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,DERMATOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Diagnostico y tratamiento,ECODOPPLER,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,ENDOCRINOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,KINESIOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,GASTROENTEROLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,GINECOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,INFECTOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,NEFROLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,NEUMONOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,NEUROLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,NUTRICION Y DIABETES,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,OBSTETRICIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,OFTALMOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,ONCOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,TRAUMATOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,OTORRINOLARINGOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,PEDIATRIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Diagnostico y tratamiento,RADIOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,REUMATOLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
4516,SANATORIO DE LA MUJER PERINAT,SUPERADOR,Profesionales,UROLOGIA,ROSARIO,San Luis 2413,0341 568 3444,Rosario
7126,SANATORIO DE NIÑOS S.A.,SUPERADOR,Profesionales,CARDIOLOGIA,ROSARIO,Alvear 863,0341 420 4444,Rosario
7126,SANATORIO DE NIÑOS S.A.,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION GENERAL,ROSARIO,Alvear 863,0341 420 4444,Rosario
7126,SANATORIO DE NIÑOS S.A.,SUPERADOR,Profesionales,GINECOLOGIA,ROSARIO,Alvear 863,0341 420 4444,Rosario
7126,SANATORIO DE NIÑOS S.A.,SUPERADOR,Profesionales,TRAUMATOLOGIA,ROSARIO,Alvear 863,0341 420 4444,Rosario
7126,SANATORIO DE NIÑOS S.A.,SUPERADOR,Profesionales,PEDIATRIA,ROSARIO,Alvear 863,0341 420 4444,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,CARDIOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Clinicas y sanatorios para internacion,INTERNACION GENERAL,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,CIRUGIA PLASTICA Y REPARADORA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,DERMATOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Diagnostico y tratamiento,ECODOPPLER,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,ENDOCRINOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,KINESIOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,GASTROENTEROLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,GINECOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,INFECTOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,NEFROLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,NEUMONOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,NEUROLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,NUTRICION Y DIABETES,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,OBSTETRICIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,OFTALMOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,ONCOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,TRAUMATOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,OTORRINOLARINGOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,PEDIATRIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Diagnostico y tratamiento,RADIOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,REUMATOLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
3751,SANATORIO PARQUE ROSARIO,SUPERADOR,Profesionales,UROLOGIA,ROSARIO,Bv. Oroño 860,0341 420 0222,Rosario
2945,ASOC.DE FISIO Y KINE DE LA PCIA DE SALTA,UNIVERSAL,Profesionales,KINESIOLOGIA,SALTA,Las Heras Nª 44,0387 4217616 4314482,Salta
5175,ASOC. SALTEÑA DE ORTOPEDIA Y TRAUMATOLOGIA,UNIVERSAL,Profesionales,TRAUMATOLOGIA,SALTA,Urquiza 153,0387 4211481,Salta
7176,CIRCULO MEDICO DE ANTA,UNIVERSAL,Profesionales,CLINICA MEDICA,SALTA,Av. Guemes Esq. Av. Rivadavia,03877 421470 15667730,Anta
7176,CIRCULO MEDICO DE ANTA,UNIVERSAL,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,SALTA,Av. Guemes Esq. Av. Rivadavia,03877 421470 15667730,Anta
2144,CIRCULO MEDICO DE METAN,UNIVERSAL,Profesionales,CLINICA MEDICA,SALTA,Jose I Sierra 357,03876 421636,Metan
295,CIRGULO MEDICO DE ORAN,UNIVERSAL,Profesionales,CLINICA MEDICA,SALTA,25 DE Mayo 377,03878 421172,Oran
295,CIRGULO MEDICO DE ORAN,UNIVERSAL,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,SALTA,25 DE Mayo 377,03878 421172,Oran
528,CIRCULO MEDICO DE SALTA,UNIVERSAL,Profesionales,CLINICA MEDICA,SALTA,Urquiza 153,0387 4311445 4310132,Salta
528,CIRCULO MEDICO DE SALTA,UNIVERSAL,Diagnostico y tratamiento,DENSITOMETRIA OSEA,SALTA,Urquiza 153,0387 4311445 4310132,Salta
528,CIRCULO MEDICO DE SALTA,UNIVERSAL,Diagnostico y tratamiento,ESTUDIOS MAMARIOS,SALTA,Urquiza 153,0387 4311445 4310132,Salta
309,CIRCULO MEDICO DE TARTAGAL,UNIVERSAL,Profesionales,CLINICA MEDICA,SALTA,España 145,03873 423516,Tartagal
-,IPS,UNIVERSAL,Guardia,GUARDIA GENERAL,SALTA,Contactarse con Seccional,387 4142381,Salta
-,IPS,UNIVERSAL,Guardia,GUARDIA PEDIATRICA,SALTA,Contactarse con Seccional,387 4142381,Salta
-,IPS,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION GENERAL,SALTA,Contactarse con Seccional,387 4142381,Salta
-,IPS,UNIVERSAL,Clinicas y sanatorios para internacion,INTERNACION PEDIATRICA,SALTA,Contactarse con Seccional,387 4142381,Salta
-,IPS,UNIVERSAL,Profesionales,CLINICA MEDICA,SALTA,Contactarse con Seccional,387 4142381,Salta
-,IPS,UNIVERSAL,Profesionales,CARDIOLOGIA,SALTA,Contactarse con Seccional,387 4142381,Salta
-,IPS,UNIVERSAL,Profesionales,GINECOLOGIA,SALTA,Contactarse con Seccional,387 4142381,Salta
-,IPS,UNIVERSAL,Profesionales,GASTROENTEROLOGIA,SALTA,Contactarse con Seccional,387 4142381,Salta
-,IPS,UNIVERSAL,Profesionales,NEUMONOLOGIA,SALTA,Contactarse con Seccional,387 4142381,Salta
-,IPS,UNIVERSAL,Profesionales,NEUROLOGIA,SALTA,Contactarse con Seccional,387 4142381,Salta
-,IPS,UNIVERSAL,Profesionales,PEDIATRIA,SALTA,Contactarse con Seccional,387 4142381,Salta
1860,TOMOGRAFIA COMPUTADA SOCIEDAD EL ESTADO,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,SALTA,Dr. Mariano Boedo 151,0387 421 5342,Salta
1860,TOMOGRAFIA COMPUTADA SOCIEDAD EL ESTADO,UNIVERSAL,Diagnostico y tratamiento,ECOGRAFIA,SALTA,Dr. Mariano Boedo 151,0387 421 5342,Salta
1860,TOMOGRAFIA COMPUTADA SOCIEDAD EL ESTADO,UNIVERSAL,Diagnostico y tratamiento,RADIOLOGIA,SALTA,Dr. Mariano Boedo 151,0387 421 5342,Salta
1860,TOMOGRAFIA COMPUTADA SOCIEDAD EL ESTADO,UNIVERSAL,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,SALTA,Dr. Mariano Boedo 151,0387 421 5342,Salta
1860,TOMOGRAFIA COMPUTADA SOCIEDAD EL ESTADO,UNIVERSAL,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,SALTA,Dr. Mariano Boedo 151,0387 421 5342,Salta
9615,ALTA COMPLEJIDAD EN MED. S.R.L. DIAGNOS,UNIVERSAL,Diagnostico y tratamiento,ECODOPPLER,SALTA,Sarmiento 181,03873 40 5586,Tartagal
9615,ALTA COMPLEJIDAD EN MED. S.R.L. DIAGNOS,UNIVERSAL,Diagnostico y tratamiento,ECOGRAFIA,SALTA,Sarmiento 181,03873 40 5586,Tartagal
9615,ALTA COMPLEJIDAD EN MED. S.R.L. DIAGNOS,UNIVERSAL,Diagnostico y tratamiento,RADIOLOGIA,SALTA,Sarmiento 181,03873 40 5586,Tartagal
9615,ALTA COMPLEJIDAD EN MED. S.R.L. DIAGNOS,UNIVERSAL,Diagnostico y tratamiento,RESONANCIA MAGNETICA NUCLEAR,SALTA,Sarmiento 181,03873 40 5586,Tartagal
9615,ALTA COMPLEJIDAD EN MED. S.R.L. DIAGNOS,UNIVERSAL,Diagnostico y tratamiento,TOMOGRAFIA COMPUTADA,SALTA,Sarmiento 181,03873 40 5586,Tartagal
3522,BIOQ.IN.A.C.,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,SALTA,Alberdi 377 – 1er.Piso,54 387 4522731 54 3876 424428,Gral Guemes
3918,CIGNO S.H.,UNIVERSAL,Profesionales,FONOAUDIOLOGIA,SALTA,20 De Febrero 651, 54 0387 421 1111,Salta
3918,CIGNO S.H.,UNIVERSAL,Profesionales,OTORRINOLARINGOLOGIA,SALTA,20 De Febrero 651, 54 0387 421 1111,Salta
10701,ASOC. DE TRAUMATOLOGIA Y ORT SANTAFESINA,UNIVERSAL,Profesionales,TRAUMATOLOGIA,SANTA FE,Contactarse con Seccional,Tel. 0342 4553141 int 11 20 Cel. 0342 154225226,Santa Fe Capital
588,ASOC.BIOQ.DPTO.Farmacia 24HS DE JULIO Y S.CRISTOBAL,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,SANTA FE,Contactarse con Seccional,Tel. 0342 4553141 int 11 20 Cel. 0342 154225226,San Cristobal
594,ASOC.BIOQUIMICA DEL DEPARTAMENTO VERA,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,SANTA FE,Contactarse con Seccional,Tel. 0342 4553141 int 11 20 Cel. 0342 154225226,Vera
580,ASOC.BIOQUIMICA DEL DEPTO.SAN JERONIMO,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,SANTA FE,Contactarse con Seccional,Tel. 0342 4553141 int 11 20 Cel. 0342 154225226,Coronda
570,ASOC.DE BIOQUIMICOS DEL DTO.CASTELLANOS,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,SANTA FE,Contactarse con Seccional,Tel. 0342 4553141 int 11 20 Cel. 0342 154225226,Castellanos
578,ASOC.DE BIOQUIMICOS DPTO.SAN MARTIN,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,SANTA FE,Contactarse con Seccional,Tel. 0342 4553141 int 11 20 Cel. 0342 154225226,San Martin
575,ASOC.DE BIOQUIMICOS DTO.SAN JUSTO,UNIVERSAL,Diagnostico y tratamiento,ANALISIS CLINICOS,SANTA FE,Contactarse con Seccional,Tel. 0342 4553141 int 11 20 Cel. 0342 154225226,San Justo
576,ASOC.GREMIAL MEDICA DEL DPTO.SAN JUSTO,UNIVERSAL,Profesionales,CLINICA MEDICA,SANTA FE,Contactarse con Seccional,Tel. 0342 4553141 int 11 20 Cel. 0342 154225226,San Justo
576,ASOC.GREMIAL MEDICA DEL DPTO.SAN JUSTO,UNIVERSAL,Profesionales,TRAUMATOLOGIA,SANTA FE,Contactarse con Seccional,Tel. 0342 4553141 int 11 20 Cel. 0342 154225226,San Justo
576,ASOC.GREMIAL MEDICA DEL DPTO.SAN JUSTO,UNIVERSAL,Diagnostico y tratamiento,ENDOSCOPIA DIGESTIVA,SANTA FE,Contactarse con Seccional,Tel. 0342 4553141 int 11 20 Cel. 0342 154225226,San Justo
576,ASOC.GREMIAL MEDICA DEL DPTO.SAN JUSTO,UNIVERSAL,Profesionales,NEUROLOGIA,SANTA FE,Contactarse con Seccional,Tel. 0342 4553141 int 11 20 Cel. 0342 154225226,San Justo
576,ASOC.GREMIAL MEDICA DEL DPTO.SAN JUSTO,UNIVERSAL,Profesionales,OFTALMOLOGIA,SANTA FE,Contactarse con Seccional,Tel. 0342 4553141 int 11 20 Cel. 0342 154225226,San Justo
